Ia,Ib,VDC,IDC,T1,T2,T3,VD,FDD
411,509,507,505,508,500,472,509,F0
406,518,508,506,509,500,472,509,F0
403,529,507,506,508,500,472,510,F0
396,545,508,506,507,500,473,510,F0
391,560,508,506,508,499,474,509,F0
389,576,508,506,509,500,472,510,F0
385,595,509,507,509,500,472,504,F0
383,614,508,506,508,499,472,509,F0
394,626,506,507,509,499,472,510,F0
402,628,507,507,484,500,478,509,F0
415,627,506,506,509,500,472,509,F0
430,628,508,507,508,500,472,509,F0
444,630,507,508,513,499,486,509,F0
458,631,506,507,509,499,472,509,F0
472,626,506,507,508,499,471,509,F0
488,619,505,507,509,500,472,509,F0
503,614,509,507,509,499,472,510,F0
518,608,507,505,509,500,472,510,F0
531,599,507,506,509,499,481,509,F0
547,583,508,506,509,499,472,509,F0
562,568,507,504,509,508,472,508,F0
577,552,508,509,509,500,472,509,F0
595,536,508,506,508,497,472,507,F0
605,516,507,507,508,499,476,509,F0
613,502,507,508,509,499,471,510,F0
619,486,506,506,511,499,476,509,F0
623,472,508,506,508,499,472,510,F0
623,458,508,508,509,500,472,509,F0
622,443,506,507,508,499,473,510,F0
621,429,506,506,507,499,474,509,F0
618,415,509,506,508,499,472,509,F0
615,401,508,508,508,500,472,510,F0
610,399,507,507,508,500,472,510,F0
598,391,506,507,508,496,484,510,F0
586,388,507,507,508,499,473,509,F0
574,386,508,506,510,499,468,510,F0
558,386,507,506,508,499,472,510,F0
547,387,507,489,508,484,472,512,F0
530,388,506,507,508,482,472,508,F0
513,392,508,506,509,499,472,509,F0
499,409,507,507,508,499,472,510,F0
486,423,509,507,509,499,472,509,F0
472,436,507,507,508,500,472,510,F0
457,451,507,506,508,499,472,509,F0
440,466,508,506,508,499,472,508,F0
427,485,507,505,508,499,471,508,F0
415,508,508,507,509,499,472,509,F0
402,522,508,508,508,500,472,510,F0
399,533,508,506,509,497,472,509,F0
394,550,508,507,507,500,472,510,F0
395,563,507,506,510,499,477,509,F0
388,580,508,506,509,500,472,510,F0
384,596,509,506,508,512,472,510,F0
385,617,505,507,512,499,481,508,F0
393,625,509,507,508,499,472,509,F0
401,629,506,506,508,499,467,509,F0
416,624,508,505,508,500,472,509,F0
430,626,507,506,508,500,472,510,F0
445,629,507,502,509,496,473,510,F0
462,629,508,505,509,500,472,509,F0
475,622,506,508,507,499,470,511,F0
490,617,507,506,508,500,472,510,F0
504,613,509,506,508,499,472,509,F0
520,607,505,506,508,500,472,508,F0
534,596,507,506,508,500,472,509,F0
547,584,507,507,509,499,472,509,F0
566,568,508,506,509,512,473,509,F0
579,552,509,507,508,500,472,510,F0
596,536,507,506,508,500,472,508,F0
608,517,509,506,508,499,478,509,F0
615,502,505,506,508,499,472,509,F0
620,485,503,506,510,499,479,510,F0
623,470,508,507,508,500,472,509,F0
623,456,508,507,508,500,472,509,F0
622,442,509,505,509,500,474,510,F0
619,425,509,506,507,499,474,509,F0
619,412,507,508,508,500,472,509,F0
614,400,507,508,508,500,472,509,F0
607,396,507,505,508,497,472,514,F0
595,391,508,507,508,498,484,508,F0
584,387,509,506,508,500,473,509,F0
571,387,507,507,509,500,467,509,F0
558,389,508,507,508,500,473,509,F0
549,385,506,493,508,490,472,512,F0
528,388,508,507,508,495,472,508,F0
513,393,508,506,508,499,472,510,F0
499,411,505,506,508,499,472,510,F0
485,424,507,507,509,500,473,508,F0
471,438,509,508,508,499,472,509,F0
455,450,508,508,508,499,472,510,F0
438,470,508,506,508,499,473,509,F0
423,490,508,508,508,500,465,508,F0
413,510,507,507,508,499,472,509,F0
403,522,508,506,508,500,472,512,F0
398,534,507,507,508,497,472,508,F0
395,549,507,508,507,500,473,509,F0
396,563,507,507,510,500,470,511,F0
385,581,510,506,509,499,472,510,F0
381,600,509,507,508,511,472,510,F0
382,614,507,506,508,500,472,509,F0
393,625,507,506,508,499,472,510,F0
404,627,508,506,508,499,472,510,F0
420,626,507,508,508,499,472,508,F0
428,627,506,508,508,503,472,509,F0
443,628,508,506,508,496,472,511,F0
462,628,506,508,508,500,472,508,F0
478,624,509,508,508,499,472,510,F0
493,622,507,506,507,499,466,509,F0
505,613,497,507,511,511,477,509,F0
521,606,507,507,508,484,473,508,F0
533,595,508,504,508,499,481,509,F0
546,580,506,508,508,500,472,510,F0
566,565,508,508,508,508,472,510,F0
581,550,507,508,508,500,472,502,F0
597,533,506,506,508,495,472,508,F0
609,514,508,509,512,499,473,509,F0
615,498,507,505,508,499,472,509,F0
616,484,508,507,510,500,474,510,F0
622,468,507,506,508,499,472,510,F0
622,456,507,507,508,498,473,510,F0
620,439,507,506,510,499,472,509,F0
620,426,505,507,508,500,472,510,F0
617,411,509,506,508,499,472,509,F0
612,401,508,507,508,500,472,510,F0
607,396,508,507,508,498,472,510,F0
595,390,508,508,509,500,476,509,F0
584,385,506,507,508,500,485,509,F0
573,388,506,506,507,499,473,510,F0
558,388,507,508,508,502,472,511,F0
544,386,508,507,508,500,472,509,F0
527,389,508,507,508,499,472,510,F0
510,395,508,506,508,499,472,510,F0
497,411,509,507,508,500,472,510,F0
482,424,508,508,508,502,473,508,F0
469,439,507,506,508,495,472,511,F0
453,453,506,506,508,500,472,510,F0
439,470,508,505,508,500,475,510,F0
425,488,509,507,508,499,470,509,F0
409,514,512,507,509,506,476,509,F0
402,523,507,501,508,489,472,509,F0
399,536,506,506,508,499,472,510,F0
397,548,506,507,508,500,472,510,F0
395,566,509,505,505,499,474,509,F0
389,581,507,506,496,499,470,509,F0
379,602,508,508,508,500,473,510,F0
383,615,507,507,508,500,472,510,F0
392,627,507,507,508,500,490,509,F0
406,630,508,506,508,500,473,510,F0
420,627,508,507,508,499,471,509,F0
432,626,506,506,508,500,473,509,F0
448,628,508,506,508,500,473,510,F0
460,625,507,507,513,498,486,510,F0
481,625,507,507,509,499,479,508,F0
496,619,507,507,508,500,472,510,F0
509,612,508,508,508,500,473,509,F0
523,603,508,506,508,499,473,510,F0
536,594,505,508,508,499,473,509,F0
552,582,505,507,513,499,475,509,F0
567,566,507,507,508,499,472,509,F0
582,548,509,507,508,510,473,510,F0
600,529,507,507,508,500,472,510,F0
610,510,507,507,508,500,472,498,F0
613,497,507,508,511,499,473,509,F0
619,481,508,506,508,500,471,510,F0
623,467,508,505,499,499,480,509,F0
623,452,507,507,508,499,472,508,F0
622,436,507,508,508,500,473,510,F0
619,425,507,506,511,500,472,510,F0
614,409,506,506,508,499,472,510,F0
611,400,508,507,508,499,472,510,F0
605,395,507,507,508,500,473,509,F0
597,392,508,507,508,501,473,511,F0
583,390,507,509,511,500,482,509,F0
571,388,507,506,508,500,473,509,F0
556,386,507,505,518,500,467,509,F0
546,381,509,506,508,507,473,511,F0
525,390,507,505,508,500,472,510,F0
513,398,507,509,508,500,472,511,F0
498,411,508,506,508,500,472,510,F0
480,424,508,506,508,499,472,510,F0
467,440,507,506,508,504,473,509,F0
452,456,506,512,508,496,472,509,F0
436,472,508,508,507,499,471,509,F0
422,492,507,507,504,500,471,509,F0
409,513,507,507,508,500,472,510,F0
405,523,508,505,508,498,472,510,F0
396,537,507,507,508,500,473,509,F0
395,553,507,507,508,499,473,510,F0
393,568,508,507,506,500,472,510,F0
387,583,506,505,509,499,473,509,F0
378,605,508,506,508,500,472,510,F0
385,619,507,507,508,500,473,509,F0
394,627,507,508,510,499,477,508,F0
410,628,507,506,508,500,473,509,F0
420,627,506,505,493,499,478,510,F0
432,625,507,506,508,499,473,510,F0
447,629,506,505,508,499,472,506,F0
463,629,509,505,507,499,469,510,F0
481,624,509,507,508,500,472,509,F0
495,618,506,505,508,500,472,509,F0
509,610,507,506,508,500,473,509,F0
523,602,508,505,508,506,472,510,F0
538,592,509,506,508,491,478,510,F0
552,580,507,507,509,499,472,509,F0
569,565,507,507,508,500,464,511,F0
586,546,506,506,508,501,473,510,F0
602,527,508,506,508,500,473,510,F0
609,511,508,505,508,495,473,510,F0
613,498,508,506,508,500,472,509,F0
619,481,508,507,508,499,472,509,F0
624,465,507,508,508,505,473,512,F0
625,451,508,507,508,500,473,509,F0
623,435,507,508,508,500,473,509,F0
617,423,507,507,508,499,472,509,F0
616,409,509,506,504,500,464,509,F0
611,399,508,505,508,499,435,512,F0
607,394,508,505,508,505,473,510,F0
596,387,509,508,508,499,472,510,F0
580,387,509,507,508,500,473,510,F0
569,388,503,507,502,500,458,509,F0
553,387,507,507,508,499,472,510,F0
542,383,507,505,507,500,472,509,F0
523,391,507,507,508,500,473,508,F0
508,398,508,507,508,499,473,510,F0
493,411,508,507,508,499,473,509,F0
479,427,508,507,502,499,470,511,F0
466,442,507,508,508,499,473,509,F0
449,459,508,505,508,500,473,510,F0
434,475,508,505,508,473,473,510,F0
423,493,506,507,514,499,470,509,F0
409,513,506,508,507,499,472,510,F0
400,525,508,507,508,500,472,509,F0
397,539,507,505,508,499,473,509,F0
394,553,508,507,508,500,473,509,F0
392,567,510,507,508,499,474,510,F0
388,584,506,508,508,500,473,509,F0
376,607,508,506,508,505,473,509,F0
384,616,506,505,508,500,473,509,F0
392,625,507,507,508,500,472,510,F0
409,626,505,506,508,499,473,509,F0
422,627,507,506,508,512,473,508,F0
437,626,508,507,508,501,473,511,F0
449,629,506,509,508,500,472,509,F0
466,626,507,507,508,499,472,509,F0
482,624,507,508,505,499,466,509,F0
499,615,500,508,509,512,479,509,F0
512,609,506,493,508,491,472,509,F0
526,601,506,506,508,500,472,510,F0
540,594,507,507,508,499,472,509,F0
555,576,507,506,506,500,469,510,F0
568,562,508,506,508,499,468,509,F0
587,544,508,506,508,500,472,509,F0
600,530,507,507,508,500,476,510,F0
610,509,508,505,508,499,472,509,F0
621,492,508,507,509,499,475,509,F0
619,480,507,506,508,500,473,510,F0
623,465,506,507,508,500,473,509,F0
620,452,507,504,511,500,472,509,F0
620,437,509,506,507,499,473,510,F0
621,421,507,506,508,500,472,509,F0
616,405,507,506,507,500,472,510,F0
612,399,506,506,508,501,472,508,F0
603,398,508,505,508,501,477,510,F0
589,389,507,507,508,499,457,509,F0
582,388,508,505,508,502,472,510,F0
568,389,508,508,508,500,473,509,F0
551,385,508,507,511,499,475,510,F0
538,381,509,507,508,499,509,509,F0
521,390,508,507,508,499,446,510,F0
511,401,508,506,508,500,472,510,F0
493,416,510,504,508,500,473,510,F0
477,429,507,505,508,500,473,509,F0
463,442,508,507,508,500,472,509,F0
450,458,509,507,508,509,473,508,F0
434,478,508,507,508,499,473,509,F0
419,495,506,510,512,499,477,510,F0
410,514,505,507,504,499,469,509,F0
400,525,509,505,508,499,473,510,F0
397,540,509,508,508,500,473,510,F0
394,554,508,509,507,498,472,511,F0
393,570,508,506,507,478,473,508,F0
390,588,508,506,508,499,473,510,F0
382,607,509,507,508,499,473,509,F0
386,621,507,505,507,506,473,509,F0
391,626,508,506,508,500,473,510,F0
413,628,506,506,508,499,472,510,F0
425,626,507,506,507,500,462,510,F0
436,627,507,507,507,501,473,509,F0
450,627,506,506,508,494,473,511,F0
468,628,508,506,508,500,473,510,F0
485,624,509,509,508,499,497,509,F0
499,618,506,505,506,499,467,509,F0
514,608,508,508,509,503,474,508,F0
525,600,507,509,507,495,472,510,F0
541,589,507,508,508,500,472,511,F0
554,578,508,505,508,500,473,510,F0
568,561,507,507,508,499,472,510,F0
587,542,506,507,508,499,473,510,F0
600,526,509,506,508,498,473,511,F0
610,508,509,506,508,499,472,510,F0
614,495,508,505,508,499,473,510,F0
622,479,506,507,508,499,473,510,F0
623,465,507,508,508,499,472,510,F0
623,450,506,506,508,499,473,509,F0
621,436,507,506,508,499,472,510,F0
619,417,507,506,506,499,463,509,F0
617,408,509,507,508,499,473,510,F0
608,399,509,506,508,500,473,512,F0
603,398,508,508,508,499,473,509,F0
591,389,507,507,507,499,478,510,F0
581,389,507,507,504,499,475,509,F0
568,386,508,505,508,500,473,509,F0
554,388,509,505,508,500,473,508,F0
535,379,507,507,512,499,473,509,F0
518,391,508,507,507,499,472,509,F0
506,403,507,507,513,499,464,509,F0
493,418,509,507,508,500,473,509,F0
477,432,508,508,507,499,473,510,F0
464,441,507,507,506,500,484,510,F0
448,458,508,506,508,500,472,509,F0
432,479,509,508,506,500,472,509,F0
417,502,507,506,508,500,471,510,F0
406,516,507,507,508,499,473,509,F0
401,526,506,506,507,499,472,509,F0
398,539,507,507,510,499,475,509,F0
393,558,508,506,508,499,467,510,F0
392,573,509,506,507,500,472,509,F0
383,587,507,507,508,534,472,512,F0
381,607,508,507,507,497,473,510,F0
388,622,507,508,507,499,473,510,F0
397,629,509,508,507,499,472,509,F0
410,626,507,507,508,499,473,509,F0
425,625,506,506,507,500,473,509,F0
437,628,507,508,507,499,472,508,F0
453,629,507,507,508,499,472,509,F0
469,627,506,507,508,499,469,510,F0
485,622,506,504,508,496,473,509,F0
501,618,508,507,507,500,472,510,F0
514,612,509,507,508,499,473,508,F0
527,603,507,506,500,499,469,510,F0
542,588,507,507,508,500,460,508,F0
556,573,508,506,508,500,472,508,F0
571,556,507,506,507,500,473,506,F0
589,544,508,507,508,499,473,509,F0
601,525,509,507,507,499,472,510,F0
614,506,507,506,482,499,477,509,F0
618,491,507,508,507,500,473,509,F0
620,478,507,508,507,500,473,510,F0
622,465,507,505,508,500,485,510,F0
622,446,507,507,507,500,472,509,F0
623,431,508,506,508,499,472,510,F0
620,416,507,506,508,500,473,509,F0
615,405,508,506,508,499,473,509,F0
611,396,507,506,507,500,473,501,F0
600,392,510,507,509,499,483,508,F0
590,390,507,507,508,499,470,509,F0
581,389,509,507,507,499,473,509,F0
565,391,510,514,507,486,472,512,F0
551,388,507,507,507,499,472,509,F0
533,381,509,505,508,499,473,508,F0
519,391,507,506,507,499,473,509,F0
506,403,507,508,507,500,473,510,F0
493,420,509,507,507,500,472,509,F0
475,430,508,507,508,498,473,510,F0
462,444,507,506,507,500,473,510,F0
445,460,507,506,501,499,475,509,F0
432,482,506,506,507,499,472,509,F0
418,503,511,507,507,500,473,505,F0
406,516,506,508,508,499,472,508,F0
401,528,507,509,507,500,473,509,F0
398,541,506,507,503,499,470,509,F0
392,556,508,509,507,499,472,509,F0
390,575,507,508,507,509,472,509,F0
385,589,507,505,507,500,472,510,F0
381,611,508,507,504,499,469,510,F0
390,623,507,504,510,499,471,510,F0
396,626,507,505,507,500,472,509,F0
410,628,508,507,507,499,472,509,F0
428,629,507,505,507,499,488,509,F0
440,628,507,507,507,499,473,510,F0
454,629,507,506,507,500,472,510,F0
467,626,507,506,507,500,472,510,F0
485,620,506,506,507,495,473,510,F0
504,616,506,507,507,500,472,507,F0
514,611,507,506,508,499,478,509,F0
524,600,507,507,506,499,472,508,F0
545,585,507,507,507,500,472,510,F0
560,582,508,504,507,493,473,511,F0
574,556,507,507,507,499,473,509,F0
590,544,508,507,509,500,473,509,F0
603,521,507,505,508,499,473,510,F0
615,503,505,507,507,499,473,509,F0
618,488,508,506,507,500,473,509,F0
620,475,507,509,507,497,472,508,F0
621,461,508,506,507,500,472,510,F0
625,445,505,507,508,503,473,510,F0
625,430,508,507,507,499,473,509,F0
619,416,508,507,507,500,473,510,F0
610,403,509,507,507,500,472,509,F0
608,396,506,506,500,499,470,510,F0
602,393,509,505,490,506,482,510,F0
593,390,508,508,507,500,473,510,F0
578,388,508,506,507,497,473,509,F0
562,384,507,507,508,499,472,509,F0
549,384,505,506,498,499,475,510,F0
528,385,506,506,494,499,472,509,F0
521,397,507,508,507,500,473,509,F0
502,403,508,506,511,500,474,509,F0
491,418,509,507,509,499,473,509,F0
476,432,509,506,514,499,467,508,F0
461,449,507,506,507,499,473,510,F0
446,464,507,506,507,499,473,510,F0
430,479,507,507,506,499,473,510,F0
416,502,508,507,507,501,456,511,F0
404,520,508,507,507,506,472,509,F0
400,531,507,506,507,499,472,509,F0
398,543,507,505,507,499,473,509,F0
399,558,507,508,505,500,465,509,F0
390,573,507,506,508,499,473,509,F0
383,593,509,505,507,501,473,509,F0
380,613,507,505,507,500,472,509,F0
391,621,508,507,507,499,473,509,F0
399,630,508,508,507,499,472,510,F0
415,627,505,506,508,499,463,509,F0
425,628,509,509,507,502,473,511,F0
439,626,508,509,507,501,473,510,F0
457,631,509,507,507,450,473,508,F0
473,625,508,506,508,500,475,510,F0
487,622,507,506,506,499,471,509,F0
505,613,508,506,508,501,473,509,F0
516,607,507,507,507,499,473,509,F0
530,600,508,506,507,500,473,510,F0
545,589,507,506,508,499,481,510,F0
557,572,507,506,508,500,472,509,F0
576,554,508,506,508,499,473,511,F0
591,536,508,506,507,500,473,509,F0
604,520,506,506,507,500,473,510,F0
614,504,507,506,509,499,479,508,F0
623,490,507,506,507,499,472,509,F0
620,476,509,507,507,499,474,509,F0
625,458,508,506,507,499,472,510,F0
625,445,507,505,507,499,472,510,F0
619,429,506,507,507,500,477,509,F0
615,417,507,507,505,499,474,510,F0
616,403,508,507,507,499,472,510,F0
612,396,507,505,507,500,473,509,F0
601,392,509,505,507,500,472,511,F0
589,390,509,508,507,462,472,511,F0
573,385,508,507,508,499,473,509,F0
561,386,508,507,507,499,473,511,F0
550,387,506,507,507,500,473,511,F0
533,384,506,508,507,499,473,510,F0
517,392,507,507,507,499,472,509,F0
501,406,507,506,508,499,472,510,F0
488,419,507,507,507,501,472,509,F0
474,437,509,506,507,489,472,510,F0
458,449,506,507,507,499,473,509,F0
441,464,508,506,507,499,485,510,F0
427,484,509,507,508,499,472,509,F0
414,505,514,508,507,509,477,510,F0
406,519,510,498,507,491,472,508,F0
400,530,508,506,507,499,472,509,F0
395,545,506,507,507,499,473,510,F0
398,561,508,507,506,499,468,510,F0
390,575,508,506,507,499,473,511,F0
381,594,508,508,507,501,473,510,F0
381,611,507,506,507,499,472,509,F0
390,625,507,506,507,499,473,509,F0
400,630,507,508,507,499,472,510,F0
415,629,508,507,507,499,464,509,F0
427,628,506,507,507,506,473,507,F0
442,630,508,505,511,499,473,509,F0
459,630,508,506,508,499,478,509,F0
474,625,506,506,507,499,472,509,F0
489,617,507,508,507,500,473,510,F0
505,612,506,506,507,499,473,511,F0
518,610,508,506,507,500,473,507,F0
531,597,507,507,507,499,473,509,F0
548,584,507,507,508,499,473,509,F0
563,570,508,507,507,500,473,510,F0
577,548,508,506,507,498,473,509,F0
594,538,508,507,507,499,472,509,F0
606,520,508,507,507,499,472,510,F0
614,500,508,507,507,505,473,512,F0
619,484,508,506,507,499,473,511,F0
617,474,508,505,507,499,473,509,F0
621,458,507,507,509,499,473,509,F0
622,443,508,506,507,499,472,509,F0
624,427,503,508,508,505,481,512,F0
619,407,508,508,507,499,472,508,F0
613,400,507,507,507,499,473,510,F0
605,396,508,508,508,499,472,509,F0
599,391,508,506,506,499,472,510,F0
587,392,507,505,507,499,472,508,F0
578,389,508,506,507,509,473,508,F0
561,388,508,506,507,499,473,509,F0
547,380,508,507,507,499,473,509,F0
528,384,507,507,507,499,473,510,F0
516,393,506,506,507,499,473,510,F0
500,409,507,507,507,501,472,509,F0
485,424,508,509,507,502,472,509,F0
471,433,508,507,507,500,472,507,F0
456,448,506,506,507,499,472,509,F0
444,467,507,506,508,499,471,510,F0
432,487,508,506,508,501,474,509,F0
414,507,508,507,507,500,473,509,F0
403,522,507,506,507,499,473,509,F0
401,530,508,508,507,499,472,509,F0
397,547,510,506,501,499,473,509,F0
393,561,507,507,507,499,443,509,F0
388,578,508,507,507,500,473,509,F0
379,599,509,508,507,499,473,510,F0
383,616,508,507,509,499,481,509,F0
393,624,508,508,507,499,472,510,F0
398,629,509,507,507,499,467,510,F0
